CourseID,universityName,courseDepartment,courseTitle,courseURL,ProfessorID,offeringPeriod,offeringYear,content,objectives,outcomes
27,Texas A & M University,Department of Computer Science,CSCE 312. Computer Organization,http://courses.cs.tamu.edu/rabi/CPSC312/,25,Fall,2009,"""Table 1: Course Topics and Corresponding Textbook Chapters
Week Topics
Reading
Materials
Chapter
Numbers
Milestones
1-2 Computer Systems Ch. 1 Pre-Test
2-5 Data representation, Arithmetic, Logic Design Vahid Ch.1-4 Q1, HW 1,2
5-7 Machine language Ch. 3 Q2, HW3
7-10
Processor architecture
Ch. 4
Q3, HW4,
Project.1
10-12 Memory hierarchy Ch. 6 Q4, HW5,
12-13 Virtual memory Ch 10 HW6, Q5
14 System level I/O Ch 11 Project.2
15 Review Final Exam""","""1.1 Course Overview
CSCE 312 is an introductory course on computer organization. It provides insights into
fundamentals of organization and structure of computer systems. One of the objectives of this
course is to teach critical thinking, how to learn, and how to communicate technical concepts in
the area of computer system. These objectives will be met through lectures, challenging
assignments, regular quizzes, and a final examination. The course consists of materials on the
following topics: Introduction to Computer systems, Data representation, Machine language,
Processor architecture, Memory hierarchy, Linking, Exception control flow, Virtual memory,
System level I/O , and Network programming.
Several laboratory assignments will provide hands-on experience on some of the above topics.
Projects allow students to implement material taught in the lectures and laboratory.""",NULL
28,Texas A & M University,Department of Computer Science,CSCE 350. Computer Architecture and Design. (3-3). Credit 4. (Cross-listed as ECEN350),http://faculty.cs.tamu.edu/ejkim/Courses/cpsc350/,26,Fall,2009,"""Table 1: Course Topics and Corresponding Textbook Chapters
 
--
 Topic
 Chapter Number
 
--
 Introduction; The 5 components of a computer; Performance; Technology and Delay Modeling
 Ch. 1, 2 (partially)
 
--
 Intro to Instruction Set Architecture (ISA) Design; MIPS ISA; Translation of High-Level C Constructs into MIPS; Assemblers, Object Code Generation, Linking and Executable Loading; Run-time Execution Environment
 Ch. 3, App. A.
 
--
 Review of Digital-Logic Design for Combinational Circuits
 App. B.
 
--
 Introduction to Hardware Description Languages (Verilog) and the Design-Simulation Process; Overview of Computer Arithmetic and ALU Design; Structural Designs in Verilog
 Ch. 4
 
--
 Review of Digital-Logic Design for Sequential Circuits; Register-Transfer Level Description of Systems
 App. B.
 
--
 Single-Cycle Datapath and Control; Multi-cycle Datapath and Control; Micro-programming and Hard-wired Control Units; Behavioral HDL Description of Systems; Exceptions Handling
 Ch 5, App. C
 
--
 Intro to Pipelining; Pipelined MIPS Datapath; Pipeline Hazards: Structural, Control, Data; Hazard Detection and Resolution; Pipelining control; Exceptions Handling
 Ch. 6
 
--
 Overview of SRAM and DRAM Design; Memory Hierarchy; Cache memory design
 Ch 7
 
--
 Virtual memory
 Ch 7
 
""
","""1.1 Course Basics

CPSC 350 is an introductory course on computer organization and architecture. It examines in-depth the inner-workings of modern digital computer systems and the tradeoffs present at the hardware-software interface. It provides insights in the design process of complex hardware systems. A digital design background is considered fundamental and it is mandatory. This course includes a significant design component based on Hardware-Description Language modeling and simulation of a non-trivial RISC processor. 

  

1.2 Course Details

The first part of the course investigates the design of Instruction Set Architectures (ISAs) focusing on application and system factors that shape the design choices. We focus on the MIPS processor and its assembly language. The next part focuses on the hardware design of a full-blown Arithmetic and Logic Unit (ALU). We use the Verilog Hardware Description Language (HDL) to develop a working model of an ALU. Subsequently, we discuss broader Data Path design issues, including registers, interconnection structures and clocking methodologies. The next part discusses Control Unit (CU) design, including hardwired and micro-programmed styles. This part studies the concept and mechanisms of machine exceptions and interrupts. We gradually develop data-paths and associated control units with higher performance, focusing on single-cycle, multi-cycle and finally pipe-lined designs. The Reduced Instruction Set Computers (RISC) are the main focus but Complex Instruction Set Computers (CISC) are compared and discussed as well. 

Next we focus on memory design issues. We discuss typical problems and investigate mechanisms put into place in order to make the memory capable to support the instruction and data access rates of modern processors. We study both single and multi-level cache memories and a number of block placement, replacement and write policies. We then extend the memory hierarchy design with the study of virtual memories. We focus on single and multi-level page table and segmentation with paging and TLB designs. 

Finally, we discuss processor-memory and I/O-processor inter-connections with various types of buses. Time permitting we will touch upon parallel processor architectures. 

Several laboratory assignments will provide hands-on experience on MIPS assembly and the Verilog hardware description language, emphasizing structural and behavioral designs. The main material is complemented with actual system discussion. Projects allow students to implement material taught in the lectures and laboratory. We use processor simulators and the Verilog HDL as tools in our design and performance investigations. A sequence of design projects implements a subset of a realistic RISC architecture. 

  

""
",NULL
29,Rice University,Department of Electrical and Computer Engineering,ELEC 220 – Fundamentals of Computer Engineering,http://www.owlnet.rice.edu/~elec220/,28,Spring,2008,NULL,"""This course provides an overview of fundamental topics in computer engineering, including bits, logic, state machines, instruction-sets, assembly language, linkage conventions, storage hierarchies, interrupts, I/O, and systems issues. It is required for ECE and CS majors, and generally taken by freshmen and sophomores. Generally, the first five weeks focus on digital logic and simulation, the second five weeks on assembly language and computer architecture, and the third five weeks on high level languages and system design issues.

""
",NULL
30,University of California-Los Angeles,Department of Electrical Engineering,EEM116C Computer Systems Architecture,https://eeweb.ee.ucla.edu/class_course_objectives.php?/eeM116C/1/fall/9,31,Fall,2009,""" Performance evaluation. 2 hrs.  
 � Instruction sets. 6 hrs.  
 � Arithmetic. 6 hrs.  
 � Datapath and control. 8 hrs.  
 � Pipelining. 8 hrs.  
 � Memories. 8 hrs.  
 � Peripherals. 2 hrs. 
""
","This is a required course for electrical engineers focusing on computer engineering. The goal of the course is to introduce students to the fundamentals of computer systems design. 
",""" Specific Course Outcomes Program Outcomes  
 
 1. Compare the performance of computer systems using MIPS and MFLOPS ratings. a c i   
   
 2. Identify the components of an instruction set, such as opcode, operands, and format. a   
   
 3. Translate fractional numbers into IEEE scientific format. a m   
   
 4. Translate numbers in IEEE scientific format into their fractional form. a m   
   
 5. Implement 32-bit multiplication using iterative methods. a m   
   
 6. Construct a simple 32-bit datapath composed of two function units and a register file. a   
   
 7. Use pipelining to improve the performance of a simple 32-bit instruction set. a   
   
 8. Compare the design of direct-mapped and associative caches. a   
   
 9. Explain the function of the translation lookaside buffer in a memory management unit. a g   
   
 10. Explain the sequence of operations in handling interrupts from a variety of simple peripherals. a g   
   
 11. Several homework assignments delving on core concepts and reinforcing analytical skills learned in class. a i   
   
 12. Opportunities to interact weekly with the instructor and the teaching assistant(s) during regular office hours and discussion sections in order to further the students' learning experience and the students' interest in the material.  
""
"
31,University of California-San Diego,Department of Computer Science and Engineering,CSE30 – Computer Organization and Systems Programming ,http://cseweb.ucsd.edu/~kastner/teaching/cse30/,32,Fall,2009,"""Thursday September 24 	Overview of Computer Organization 	PS #0 assigned 	P+H 1.1-1.6, Gordon Moore Article
Tuesday September 29 	Number Representation 	PS #1 assigned 	P+H 3.1-3.2
Thursday October 1 	C Basics 	PS #0 due,
PA #1 assigned 	K+R Chapters 1-5, Essential C – Pointers and Memory Section 1
Tuesday October 6 	C Data Structures 	PS #1 due, PS #2 assigned 	Essential C - Section 3 & 6 (pg 33-36), Linked List Problems Section 1
Thursday October 8 	Arithmetic Instructions 	PA #1 due, PA #2 assigned 	P+H 2.1-2.2
Tuesday October 13 	Data Transfer Instructions 	PS #2 due, PS #3 assigned 	P+H 2.3
Thursday October 15 	Control Flow, Logic and Shift Instructions 	PA #2 due 	P+H 2.7, Goto Harmful
Tuesday October 20 	Quiz # 1 Review 	PS #3 due 	
Thursday October 22 	Quiz #1 	PA #3 assigned 	
Tuesday October 27 	Procedures 		
Thursday October 29 	Instruction Representation 		P+H 2.4-2.5
Tuesday November 3 	Disassembly 	PA #3 due, PA #4 assigned 	P+H 3.5
Thursday November 5 	Pointers 	PS #4 assigned 	
Tuesday November 10 	Arrays 	PA #4 due, PA #5 assigned 	
Thursday November 12 	Strings and Lists 	PS #4 due 	
Tuesday November 17 	Quiz #2 Review 	PA #5 due 	
Thursday November 19 	Quiz #2 	PA #6 assigned 	
Tuesday November 24 	Program Execution 		P+H B.5-B.6, Essential C – Section 6 (pg 38-40), Pointers and Memory Section 4
P+H 2.12-2.13, B.1-B.4
Tuesday December 1 	History of the Computing World: Part I 		
Thursday December 3 	Class Wrapup and Final Review 	PA #6 due 	
Thursday December 10 	Final Exam 3-6pm 	""
",NULL,NULL
32,University of California-San Diego,Department of Computer Science and Engineering,CSE41: Introduction to Computer Architecture,http://cseweb.ucsd.edu/classes/fa09/cse141/,33,Fall,2009,"""Thursday, September 24 	Introduction and Administrivia 		00_Introduction.pdf 		
Tuesday, September 29 	Instruction Set Design 	Read: 1.1-1.3; 2.1-2.7; Key points: Types of machines and general terminology. Parts of the machine. Key components of an instruction set. Operand storage in registers and memory. Arithmetic, logical, and memory operations in MIPS 	01_ISA.pdf 		
Thursday, October 1 	Instruction Set Design 	Read: 2.8, 2.10, 2.12-2.13, 2.16-2.19 Skim/Review: 2.4, 2.6, 2.9, 2.14; Key points: Function calls, translation from source code to machine code, the diversity of ISA design decisions between MIPS, ARM, and x86. 	02_ISA.pdf,
03_project.pdf,
04_quizzes_hw_microprojects.pdf,
MP0_ISA.pdf 	Assignment 1-1; Assignment 1-2; 	
Tuesday, October 6 	Instruction Set Design 	Read: 2.8, 2.10, 2.12-2.13, 2.16-2.19 Skim/Review: 2.4, 2.6, 2.9, 2.14; Key points: Function calls, translation from source code to machine code, the diversity of ISA design decisions between MIPS, ARM, and x86. 	05_ISA.pdf,
S_x86_64.pdf 		
Thursday, October 8 	Measuring Performance 	Read: 1.4-1.9; Key points: Speedup. The performance equation. Amdahl's law. Benchmarks and their short comings 	06_Performance.pdf,
01_CodeAnalysisExample.pdf 	Assignment 2; 	
Tuesday, October 13 	Measuring performance 	Read: 1.4-1.9; Key points: Speedup. The performance equation. Amdahl's law. Benchmarks and their short comings 			
Thursday, October 15 	Performance/Single Cycle processors 	Read: 4.1-4.4; Key points: Designing a single-cycle datapath, datapath vs. control, clocking, control signals, decoding, handling branches. Review Appendix C if your logic design is rusty. 		Assignment 3-1; Assignment 3-2; 	
Tuesday, October 20 	Single Cycle to Pipelining 	Read: 4.5-4.6 		Project 1; 	
Thursday, October 22 	Data hazards; flash memory 	Read: 4.7-4.8 			
Tuesday, October 27 	Control hazards 	Read: 4.9 			
Thursday, October 29 	Midterm Review 				
Tuesday, November 3 	Midterm 	TBA 			
Thursday, November 5 	Branch Prediction and Advanced Pipelining 	Read: 4.10-4.14, except 4.12 			
Tuesday, November 10 	New non-volatile memories and introduction to caching 	TBA 			
Thursday, November 12 	Memory Systems 	Read: 5.1-5.3 			
Tuesday, November 17 	Memory Systems 	Read: 5.4-5.5 			
Thursday, November 19 	Virtual Memory 	TBA 			
Tuesday, November 24 	I/O 	6.1-6.13 			
Thursday, November 26 	Thanksgiving! No class! 				
Tuesday, December 1 	Multiprocessors 	7.1-7.3; 7.7 			
Thursday, December 3 	Wrap up and Final review 	TBA 			
Monday, December 7 	Final Exam 	""
","This course will describe the basics of modern processor operation. Topics include computer system performance, instruction set architectures, pipelining, branch prediction, memory-hierarchy design, and a brief introduction to multiprocessor architecture issues.
",NULL
33,University of California-San Diego,Department of Computer Science and Engineering,cse141L: Introduction to Computer Architecture,http://cseweb.ucsd.edu/classes/fa09/cse141L/,33,Fall,2009,"""Date Topic Readings Slides Due Notes 
Wednesday, September 30 Administrivia; Overview of the course; Lab 1 assigned; Verilog I  00_Introduction.pdf, 
01-Verilog1.pdf    
Wednesday, October 7 Verilog II; datapath and control design. Lab 2 preview.  03_CodeStandardsAndDatapaths.pdf, 
02-VerilogFundametals.pdf, 
TrivialScalarDatapath.pdf  Project 1-1; Project 1-2;   
Wednesday, October 14 Verilog II; datapath and crontrol design; Lab 3 preview.   Project 2;   
Wednesday, October 21 Lab 4 preview   Project 3;   
Wednesday, October 28 Lab questions     
Wednesday, November 4 Lab 5 preview   Project 4;   
Wednesday, November 11 Holiday: Veteran's Day     
Wednesday, November 18 Lab 6 preview   Project 5;   
Wednesday, November 25 Lab questions    Private meditation on processor design at a location of your choosing. 
Wednesday, December 3 Lab questions   Project 6;   
Wednesday, December 10 Final    
""
",NULL,NULL
34,Rensselaer Polytechnic Institute,Department of Computer Science,CSCI-2500 Computer Organization,http://www.cs.rpi.edu/~chrisc/COURSES/CSCI-2500/FALL-2009/,36,Fall,2009,"""Schedule of Topics
• Introduction to Unix and C: Assignment 1.
• History, Performance and Why Parallelism?: P&H/Chapter 1 and class hand-out, Assignment 2.
• Assembly Language Programming MPIS and x86: P&H/Chapter 2 and hand-outs, Assignments 3 and
4.
• Digital Logic: P&H/Appendix B, Assignment 5.
• Computer Arithmetic: P&H/Chapter 3, Assignment 6.
• Building a Processor: P&H/Chapter 4, hand-out, start of group project.
• Pipelining & Multiprocessors: P&H/Chapters 4 and 7 plus lecture notes, Assignment 7.
• Memory Hierarchy: P&H, Chapter 5, finish-up group project.""
","""Introduction to computer organization, assembler language, and operating systems with a heavy emphasis
on systems and low-level programming. Topics include, but are not exclusively limited to:
• Organization/design of processors, memory and I/O.
• Numeric representation including binary integer and floating point number systems.
• Digital logic including Boolean algebra, gates, digital logic circuits, and memory.
• Assembly language including instruction formats, addressing modes, instruction types, flow of control,
the assembly process, macros, linking, loading.
• Advanced architectures including RISC architectures and parallel architectures.
• Operating systems virtual memory, processes and interprocess communication.""
","""Learning Outcomes
By the end of this course, you will be able to:
1. Apply the concepts of the C programming language to the construction of moderately complex software
implementation problems.
2. Apply the concepts of assembly language to correct and efficient translation of a given C programming
language into the course required assembly language(s).
3. Apply the concepts of integer and floating point formats to convert from the base-10 integer or
scientific format into the correct machine readable binary format.
4. Apply the concepts of Boolean Algebra to simplify given Boolean equations
5. Apply the concepts of K-Maps to the problem of Boolean expression simplification.
6. Apply the concepts of Performance to the analysis of computer performance problems.
7. Apply the concepts of a multicycle datapath and control by showing in written form the processing
steps that different classes of instructions require as they move through the datapath and control
hardware structures.
8. Apply the concepts of a pipelined datapath and control by showing in written form the processing
steps that different classes of instructions require as they move through the datapath and control
hardware structures.
9. Apply the concepts of caching and memory hierarchy to solve a problem which requires you to
design the “best” cache system given particular design constraints.
10. Apply the concepts of parallel programming to the construction/implementation of a correct and
efficiently executing multithreaded program.""
"
35,University of Maryland-College Park,Department of Computer Science,CMSC 311 - Computer Organization,NULL,37,Fall,2009,"""Date  Subject  Reading Assignment  Lab  Slides  
8/31/09  Overview of Class  Chapter 1   Class slides  
9/2/09  Programming tools and Bits and Bytes  Section 2.1   Class slides  
9/9/2009  Integers and Floating Point  Sections 2.2 - 2.5  Lab 1 out  Class slides  
9/14/2009  Reverse Engineering  Advanced Disassembly   Class slides  
9/16/2009  Assembley Programming - Control  Sections 3.1 - 3.6  Lab 1 is due

Lab 2 is out
 Class slides  
9/21/2009  Assembley Programming - Control II  Sections 3.1 - 3.6   Class slides  
9/23/2009  Assembley Programming - Procedures  Sections 3.7   Class slides  
9/28/2009  Assembley Programming - Data  Sections 3.8 - 3.11   Class slides Jump Table Overview  
9/30/2009  Stack and Heap Overflows  Smashing the Stack for fun and Profit 

Heap Overflows 
 Lab 2 is due
 Class slides  
10/5/2009  Program Optimization I  Sections 5.1 - 5.6  Lab 3 Handout

Lab 3 tar file
 Class slides  
10/7/2009  Program Optimization II  Sections 5.7 - 5.16   Class slides  
10/12/2009  Exam Review    Exam 1 Sample Problems  
10/14/2009  Exam I   Lab 3 is due

Lab 4 is out
  
10/19/2009  Memory Hierarchy  Sections 6.1 - 6.4    
10/21/2009  Cache Memories  Sections 6.5 - 6.8    
10/26/2009  Linking  Chapter 7    
10/28/2009  Exception Control Flow I  Sections 8.1 - 8.4  Lab 4 is due
  
11/2/2009  Exception Control Flow II  Sections 8.5 - 8.8  Lab 5 is out
  
11/4/2009  Time Measurement  Chapter 9    
11/9/2009  Virtual Memory  Sections 10.1 - 10.8    
11/11/2009  P6/Linux Memory  Sections 10.7 - 10.8    
11/16/2009  Dynamic Storage I  Section 10.9    
11/18/2009  Dynamic Storage II  Sections 10.10 - 10.13  Lab 5 is due

Lab 6 is out
  
11/23/2009  Exam II     
11/25/2009  System IO  Chapter 11    
11/30/2009  Virtualization I  TBD    
12/2/2009  Virtualization II  TBD    
12/7/2009  Network Programming  Sections 12.1 - 12.4    
12/9/2009  Concurrent Servers  Sections 13.1 - 13.3  Lab 6 is due
  
12/17/2009  Final Exam 1:30pm - 3:30pm  
""
","""Objectives
The aim of CMSC 311 is to help you become a better programmer by teaching you the basics concepts underlying all computer systems. This class will teach you what really happens when your programs run, so that when things go wrong (as they always do) you will have the intellectual tools to solve the problems.
 
Here are some of the realities of systems programming that we will be dealing with in this class:
a.	Intâs are not integers. Floatâs are not reals. Our finite representation of numbers has significant limitations, and because of these limitations we sometimes have to think in terms of bit-level representations.
b.	You must know assembly language. Even if you never write programs in assembly, the behavior of a program cannot be understood sometimes purely based on the abstraction of a high-level language. Further, understanding the effects of bugs requires familiarity with the same machine-level model.
c.	Memory matters. Computer memory is not unbounded. It must be allocated and managed. Memory referencing errors are especially pernicious. An erroneous updating of one object can cause a change in some logically unrelated object. Also, the combination of caching and virtual memory provides the functionality of a uniform unbounded address space, but not the performance.
d.	There is more to performance than asymptotic complexity. Constant factors also matter. There are systematic ways to evaluate and improve system performance.
e.	Computers do more than execute instructions. They also need to get data in and out and they interact with other systems over networks.
""
",NULL
36,University of Maryland-College Park,Department of Electrical Engineering,ENEE 350 Computer Organization,NULL,40,Fall,2009,"""Class 1: Chapter 1. Introduction, and Appendix A Review of number systems
conversions and complement arithmetic.
Class 3: Chapter 1. Introduction, history (memorize Fig. 1-2)
Class 5: Chapter 2. Computer systems organization; and Chapt. 5 Secs. 5.4 – 5.6.
Class 7: Chapter 3 (Sections 3.3 to end). Memory, CPU, chips, buses, interfacing.
Class 10: Chapter 4. The microprogramming level.
(Secs. 4.1-4.3 & Mic-1/Mac-1, Microarchitecture Notes)
Class 17: Chapter 5. The conventional machine level (& addressing modes).
Class 20: Chapter 7. The assembly language level. (& examples from Silio notes)
Class 31: Appendix B. and Silio notes: Floating-point data representations.
Class 34: Chapter 6. The operating system machine level; piplining, cache, branch
prediction (Secs. 4.4–4.6) & virtual memory (Sec. 6.1).""
",NULL,NULL
37,University of Maryland-College Park,Department of Electrical Engineering,ENEE 350H Computer Organization,http://www.ece.umd.edu/class/enee350.F2009/,41,Fall,2009,"""Aug 31 Intro to course Chap. 1, 4 P1 out
Sep 7 Machine-level instructions Chap. 2, A
Sep 14 Machine-level instructions, machine arithmetic Chap. 2, A, 3 P1 due
Sep 21 Machine arithmetic, processor implementation Chap. 3, 5, B, C P2 out
Sep 28 Processor implementation Chap. 5, B, C
Oct 5 Processor implementation Chap. 5, B, C
Oct 12 Performance Chap. 4 P2 due
Oct 19 Review & Midterm (Thursday, October 22, in class) P3 out
Oct 26 Pipelining Chap. 6
Nov 2 Pipelining Chap. 6
Nov 9 Memory hierarchy Chap. 7 P3 due
Nov 16 Memory hierarchy, Operating systems Chap. 7 & readings P4 out
Nov 23 Operating systems, Storage architectures Chap. 8 & readings
Nov 30 Advanced stuff Chap. 9 & Readings
Dec 7 Final Review P4 due
Exams Final Exam (Tuesday, December 15, 8:00 a.m.)""
","""is course is intended to give you a basic understanding of how computers execute programs.
Understanding computers means understanding the hardware/software process of how you and the
computer work together to have the computer carry out a concept. In your introductory computer
courses that used or taught programming (e.g. ENEE 114), you learned how to express a concept in
terms of a high-level programming language such as C. ENEE 244 taught you the basics building
blocks of hardware (flip-flops, gates, etc.). ENEE 350 is the course where these two approaches meet.
You will see in this course how a low-level language is executed by the hardware, and you will see
how to put together basic hardware building blocks to form the functional units of a computer.
To achieve these goals, you will partially design and “build” simple computers at various levels of
detail. Building in this course will not mean connecting chips and gates (we assume you can do that
from ENEE 244). Rather, you will describe the hardware in diagrams, finite-state machines, and
hardware simulators written in C.""
",NULL
38,University of Maryland-College Park,Department of Computer Science,CMSC 313:  Introduction to Computer Systems,http://www.cs.umd.edu/class/fall2009/cmsc313,38,Fall,2009,"""Unix Memory Model (1 week)
 Moving from Java to C (3 weeks)
 Pointers and dynamic data structures in C (2 weeks)
 I/O, standard libraries (1 week)
 Testing (0.5 weeks)
 Assembly Language (1 week)
 Process control (0.5 week)
 Systems programming (1 week)
 Program measurement and optimization (1 week)
 Multithreaded programming with pthreads (1 week)
 Libraries and linking (1.5 weeks)
 Dynamic memory management (0.5 weeks)""
","""The goal of the course is to convey the fundamental concepts that enable programs to execute on real hardware.
Those concepts include how the operating system virtualizes the hardware to provide basic services and abstractions
to enable a user program to effectively use the available hardware resources. The course also addresses how different
programming constructs and idioms work.
The basic abstraction of a program running as one or more threads of control in a single at address space (a Unix
process) is the key to the course. Emphasizing that abstraction as the underlying model for understanding how a
program works, from both the user program and hardware perspective (with the OS in between), run as a theme
through all topics in the course. Examples include C pointers (to data and functions), function calls and runtime
stack management, dynamic memory management in the heap, and the fork/exec system calls.""
",NULL
39,University of Maryland-College Park,Department of Computer Science,CMSC 411 - Computer Systems Architecture,http://www.cs.umd.edu/class/fall2009/cmsc411/,39,Fall,2009,"""List of Topics (Tentative)
Unit 1 (Chapter 1): Computer design and evaluation 
What do we mean by computer performance? 
How do we measure it?

Unit 2 (Appendix B): Computer instruction sets 
How are instruction sets designed? 
How does design influence performance?

Unit 3 (Appendix A): Instruction pipelining 
What is pipelining? 
What kinds of overhead are there in pipelining? 
How much speedup do we get? 
What are structural hazards, data hazards, and control hazards? 
What techniques are used to reduce stalls? 
How do we handle exceptions? 
How do we handle long instructions, such as floating point arithmetic?

Unit 4 (Chapters 2 & 3): Instruction-level parallelism 
How can we take advantage of instructions that can be executed independently of others? 
How can we do major rearrangements, in hardware and software to allow instructions to execute simultaneously? 
How can we execute instructions in parallel in the presence of branches?

Unit 5 (Appendix C & Chapter 5): Memory hierarchy 
How big should memory units be? 
How do we decide what to put in memory? 
If memory is full, how do we decide what to remove? 
How do we find something in memory? 
How do we handle writes?

Unit 6 (Chapter 6): Storage systems 
How are input/output units such as disks and tapes organized? 
How do buses connect storage devices? 
How are file systems designed?

Unit 7 (selections from Chapter 4 & Appendices E & H): Networks & Parallel Computing 
Why parallel computing? 
What are message passing vs. shared memory architectures? 
How are computers interconnected? 
What are the limits of parallelism? 
What communication patterns are common?

""
","A study of computer architectures, including the following: Input/output processors and techniques. Intra-system communication, buses, caches. Addressing and memory hierarchies. Microprogramming, parallelism, and pipelining. 
",NULL
40,University of Washington-Seattle Campus,Department of Computer Science,CSE378: Machine Organization and Assembly Language,http://www.cs.washington.edu/education/abet_syllabi/CSE378.html,42,Fall,2009,"""machine organization, instruction sets, addressing modes, instruction encoding, subroutine
linkages, assessing performance, datapath and control, pipelining, caches, address translation,
I/O, exception and protection mechanisms.""
","""Course objectives
Fundamentals of instruction set design. CPU implementation, pipelining. Memory hierarchy. Assembly
language programming. Compiler and operating system interfaces.

The purpose of this course is to give students a basic understanding of
computer architecture and organization, assembly language programming, and the hardware/software
interface.""
","""ABET Outcomes Assessed
(b) an ability to design and conduct experiments, as well as to analyze and interpret data(c) an ability to design a computing system, component, or process to meet desired needs within realistic constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainabilityAdditional ABET Outcomes Covered
(a) an ability to apply knowledge of mathematics, science, and engineering(e) an ability to identify, formulate, and solve computer engineering problems(k) an ability to use the techniques, skills, and modern computer engineering tools necessary for engineering practice""
"
41,Columbia University in the City of New York,Department of Electrical Engineering and Computer Science,CSEE W3827-1 (13281) Fundamentals of Computer Systems ,http://www1.cs.columbia.edu/~danr/3827/,43,Fall,2009,"""Date   #   Topics/chapters covered   Reading   Assigned   Due   
9/8   1   Intro; Overview of Computer Architecture; Definitions (bit,byte,word)   M&K Ch 1       
9/10   2   Binary number representations: 2's complement; 1's complement; floating point representations: overflow and underflow   M&K 4.3-4.4, 10.7, P&H 3.5 skip FP in MIPS   HW #1     
9/15   3   Logic gates; XOR; Boolean Algebra; NAND and NOR gates; Taking complements; DeMorgan's Theorem; Duals   M&K 2.1-2.2, 2.8, 2.9       
9/17   4   Standard Forms: minterms, maxterms, sum-of-products, product-of-sums   M&K 2.3   HW #2   HW #1   
9/22   5   K-maps: simplification with implicants, Don't-care conditions   M&K 2.4-2.5       
9/24   6   *** Catchup ***     HW #3   HW #2   
9/29   7   Combinatorial Circuit Design: Multi-bit output functions; standard combinatorial circuits (enabler, decoder, encoder, priority encoder, mux   M&K 3.1, 3.3, 3, 3.6-3.9       
10/1   8   Arithmetic funcs: Adder (half, full, ripple-carry, adder-subtractor); Contraction; Shifter   M&K 4.1-4.2, 4.5, 9.4   HW #4   HW #3   
10/6   9   Sequential Circuitry: Latch, Flip-Flops, timing issues   M&K 5.1-5.3, 5.6       
10/8   10   Sequential Circuit Analysis & Design: State machines   M&K 5.4-5.5   HW #5   HW #4   
10/13   11   PLAs; ROM; Register Design: Load and Transfer   M&K 6.8, 7.1-7.3       
10/15   12   Register Design cont'd: MicroOps and Counters, mux and serial transfer   M&K 7.5-7.6, 7.8-7.9     HW #5   
10/20   13   *** Catchup and/or Midterm review ***         
10/22   14   MIDTERM (in class)         
10/27   15   Memory Design   M&K 8.1-8.7       
10/29   16   Processor Design: Datapath, ALU   M&K 9.1-9.5   HW #6     
11/3   --   ELECTION DAY - NO CLASS!         
11/5   17   Control Word; Simple Arch; Instruction Decoder   M&K 9.6-9.8       
11/10   18   Instruction Types and Formats   P&H 2.1-2.6   HW #7   HW #6   
11/12   19   Branches, stacks, heaps, immediate addressing   P&H 2.7-2.8, 2.10       
11/17   20   Single Cycle Datapath   P&H 4.1-4.4   HW #8   HW #7   
11/19   21   Single Cycle Datapath cont'd         
11/24   22   Pipelining   P&H 4.5-4.6   HW #9   HW #8   
11/26   --   THANKSGIVING - NO CLASS!         
12/1   23   Hazards   P&H 4.7-4.8       
12/3   24   Cache & Cache Replacement Policies   P&H 5.1-5.2   HW #10   HW #9   
12/8   25   *** Catchup and/or review ***         
12/10   26   *** Catchup and/or review ***       HW #10   
12/21 @ 9am??     FINAL EXAM:   Location Mudd 825?   
""
",NULL,
